ID,Name,Concepticon_ID,Concepticon_Gloss,Chinese_Gloss
135_calf,calf,1989,CALF,牛犊
136_hornofcow,horn (of cow),1393,HORN (ANATOMY),（牛）角
137_hoof,hoof,152,HOOF,蹄
138_skinofanimal,skin (of animal),2614,SKIN (ANIMAL),皮
139_featherorfurofanimal,feather or fur (of animal),2381,FEATHER OR FUR OR HAIR,毛
140_tail,tail,1220,TAIL,尾巴
141_horse,horse,615,HORSE,马
142_sheepgeneral,sheep (general),2684,CAPRINE (GOAT OR SHEEP),羊
143_pig,pig,1337,PIG,猪
144_dog,dog,2009,DOG,狗
145_cat,cat,1208,CAT,猫
146_rabbit,rabbit,2345,LEPORID (RABBIT OR HARE),兔子
147_chicken,chicken,1318,CHICKEN,鸡
148_cock,cock,1511,ROOSTER,公鸡
149_hen,hen,1514,HEN,母鸡
150_combofcock,comb of cock,188,COMB OF BIRD,鸡冠
151_clawtalon,claw (talon),72,CLAW,爪子
152_wing,wing,1257,WING,翅膀
153_duck,duck,1360,DUCK,鸭子
154_goose,goose,1187,GOOSE,鹅
155_dove,dove,1853,DOVE,鸽子
156_tiger,tiger,846,TIGER,老虎
157_monkey,monkey,1350,MONKEY,猴子
158_bear,bear,1820,BEAR,熊
159_wildboar,wild boar,3154,WILD BOAR,野猪
160_pangolin,pangolin,2508,PANGOLIN,穿山甲
161_mouse,mouse,2139,MUROID (MOUSE OR RAT),老鼠
162_yellowweasel,yellow weasel,,,黄鼠狼
163_fox,fox,1312,FOX,狐狸
164_bird,bird,937,BIRD,鸟
165_birdsnest,bird‘s nest,3549,BIRD NEST,鸟窝
166_blackearedkitehawk,black-eared kite/ hawk,1905,EAGLE,老鹰
167_owl,owl,735,OWL,猫头鹰
168_swallow,swallow,3077,SWALLOW (BIRD),燕子
169_sparrow,sparrow,1854,SPARROW,麻雀
170_crow,crow,913,CROW,乌鸦
171_pheasant,pheasant,3060,PHEASANT,野鸡
172_turtledovestreptopeliaorientalis,turtledove (streptopelia orientalis),,,斑鸠
173_woodpecker,woodpecker,2447,WOODPECKER,啄木鸟
174_snake,snake,730,SNAKE,蛇
175_frog,frog,503,FROG,青蛙
176_fish,fish,227,FISH,鱼
177_scale,scale,266,SCALE,鳞
178_eel,eel,1013,FRESHWATER EEL,黄鳝
179_mudfishloach,mudfish (loach),,,泥鳅
180_shrimp,shrimp,2349,SHRIMP,虾
181_crab,crab,2348,CRAB,螃蟹
182_riversnails,river snails,1543,SNAIL,螺蛳
183_leech,leech,2273,LEECH,蚂蟥
184_insectworm,insect (worm),620,INSECT,虫
185_bedbug,bedbug,1949,BEDBUG,臭虫
186_louse,louse,1392,LOUSE,虱子
187_flyinsect,fly (insect),1504,FLY (INSECT),苍蝇
188_maggot,maggot,2640,LARVA,蛆
189_mosquito,mosquito,1509,MOSQUITO,蚊子
190_spider,spider,843,SPIDER,蜘蛛
191_earthworm,earthworm,2350,EARTHWORM,蚯蚓
192_roundworm,roundworm,3397,ROUNDWORM,蛔虫
193_ant,ant,587,ANT,蚂蚁
194_bee,bee,665,BEE,蜜蜂
195_wasp,wasp,1517,WASP,马蜂
196_waspnest,wasp nest,3412,WASP NEST,马蜂窝
197_mantis,mantis,3279,MANTIS,螳螂
198_dragonfly,dragonfly,2352,DRAGONFLY,蜻蜓
199_butterfly,butterfly,1791,BUTTERFLY,蝴蝶
200_tree,tree,906,TREE,树
201_trunk,trunk,344,TREE TRUNK,树干
202_branchtwig,branch/ twig,1531,BRANCH,樹枝
203_treetop,tree top,3036,TREETOP,树梢
204_root,root,670,ROOT,树根
205_leaf,leaf,628,LEAF,叶子
206_flower,flower,239,FLOWER,花
207_fruit,fruit,1507,FRUIT,果子
208_sproutshoot,sprout (shoot),3358,SPROUT (SHOOT),芽
209_fir,fir,1915,FIR,杉树
210_pine,pine,1740,PINE,松树
211_peach,peach,2043,PEACH,桃
212_plum,plum,2356,CHINESE PLUM,李子
213_pear,pear,922,PEAR,梨
214_orange,orange,2627,ORANGE (FRUIT),橘子
215_persimmon,persimmon,2044,PERSIMMON,柿子
216_grape,grape,920,GRAPE,葡萄
217_bamboo,bamboo,1927,BAMBOO,竹子
218_canevine,cane/ vine,2497,RATTAN,藤子
219_ramie,ramie,3063,RAMIE,苎麻
220_thornsplinter,thorn/ splinter,124,THORN,刺
221_paddyrice,paddy rice,3390,WILD RICE,水稻
222_seed,seed,714,SEED,种子
223_riceseedling,(rice) seedling,3050,SEEDLING,秧
224_maizecorn,maize/ corn,506,MAIZE,包谷
225_sorghum,sorghum,347,SORGHUM,高粱
226_grain,grain,605,GRAIN,粟
227_vegetable,vegetable,924,VEGETABLES,菜
228_chinesecabbage,Chinese cabbage,774,CABBAGE,白菜
229_rapeseedflowers,rapeseed flowers,,,油菜
230_garlicchives,garlic chives,,,韭菜
231_turnip,turnip,3062,TURNIP,萝卜
232_taro,taro,351,TARO,芋头
233_aubergine,aubergine,1146,AUBERGINE,茄子
234_hotpepperchili,hot pepper/ chili,919,CHILI PEPPER,辣椒
235_onionscallion,onion/ scallion,2366,ONION,葱
236_garlic,garlic,2368,GARLIC,蒜
237_ginger,ginger,2500,GINGER,姜
238_sweetpotato,sweet potato,159,SWEET POTATO,红薯
239_bambooshoot,bamboo shoot,2494,BAMBOO SHOOT,笋
240_melongourd,melon/ gourd,3398,GOURD OR MELON,瓜
241_melonorgourdvine,melon or gourd vine,,,瓜藤
242_guazibakedplanetseedakindofsnack,guazi (baked planet seed/ a kind of snack),,,瓜子
243_pumpkin,pumpkin,864,PUMPKIN,南瓜
244_watermelon,water melon,2766,WATERMELON,西瓜
245_cucumber,cucumber,496,CUCUMBER,黄瓜
246_gourd,gourd,411,GOURD,葫芦
247_waxgourd,wax gourd,3444,WAX GOURD,冬瓜
248_bean,bean,2574,BEAN OR PEA,豆
249_soyabean,soya bean,2027,SOYA,黄豆
250_cowpea,cow pea,,,豇豆
251_peanut,peanut,2364,PEANUT,花生
252_sesame,sesame,2797,SESAME,芝麻
253_grass,grass,606,GRASS,草
254_imperata,imperata,,,茅草
255_agroupofmiaopeople,a group of Miao people,,,蓝靛苗
256_bracken,bracken,,,蕨菜
257_mushroom,mushroom,641,MUSHROOM,蘑菇
258_mueranediblefungus,muer (an edible fungus),3392,MUER (FUNGUS),木耳
259_rice,rice,926,RICE,米
260_glutinousrice,glutinous rice,2750,GLUTINOUS RICE,糯米
261_cookedrice,cooked rice,1191,COOKED RICE,饭
262_congeegruelporridge,"congee (gruel, porridge)",2049,CONGEE,粥
263_atypeofbread,a type of bread,,,粑粑
264_flour,flour,1594,FLOUR,面粉
265_meat,meat,634,MEAT,肉
266_beef,beef,2570,BEEF,牛肉
267_lamb,lamb,3394,SHEEP MEAT,羊肉
268_pork,pork,2769,PORK,猪肉
269_fatmeat,fat meat,,,肥肉
270_leanmeat,lean meat,3393,LEAN MEAT,瘦肉
271_lardpigfat,lard (pig fat),2557,PIG FAT,猪油
272_vegetableoil,vegetable oil,2555,OIL (FROM PLANTS),菜油
273_salt,salt,1274,SALT,盐
274_sugar,sugar,862,SUGAR,糖
275_whitesugar,white sugar,3441,WHITE SUGAR,白糖
276_brownsugar,brown sugar,3440,BROWN SUGAR,红糖
277_egg,egg,744,EGG,蛋
278_eggwhite,egg white,3439,WHITE (OF EGGS),蛋白
279_yolk,yolk,1556,YOLK,蛋黄
280_shell,shell,598,SHELL,壳儿
281_tofu,tofu,3443,TOFU,豆腐
282_soup,soup,1547,SOUP,汤
283_alcoholicbeverage,alcoholic beverage,404,ALCOHOL (FERMENTED DRINK),酒
284_tea,tea,1373,TEA,茶
285_tealeaf,tea leaf,,,茶叶
286_liquorsweet,liquor (sweet),842,LIQUOR,甜酒
287_boiledwater,boiled water,3362,BOILED WATER,开水
288_medicine,medicine,1372,MEDICINE,药
289_chaffbran,chaff/ bran,2363,CHAFF (HUSK),糠
290_cotton,cotton,1850,COTTON,棉花
291_yarn,yarn,3445,YARN,纱
292_cloth,cloth,1616,CLOTH,布
293_clothinggarment,clothing (garment),1895,CLOTHES,衣
294_cottonpaddedjacket,cotton-padded jacket,,,棉衣
295_collar,collar,2012,COLLAR,衣领
296_sleeve,sleeve,2953,SLEEVE,袖子
297_button,button,757,BUTTON,扣子
298_pocket,pocket,1851,POCKET,衣袋
299_pantstrousers,pants/ trousers,809,TROUSERS,裤子
300_skirt,skirt,1600,SKIRT,裙子
301_headcovering,head covering,,,头巾
302_hat,hat,771,HAT,帽子
303_legging,legging,,,裹腿布
304_shoe,shoe,1381,SHOE,鞋
305_strawsandal,straw sandal,2047,STRAW SANDAL,草鞋
306_sockstocking,sock (stocking),1522,SOCK,袜子
307_straworpalmbarkraincape,straw or palm-bark rain cape,3540,STRAW RAINCOAT,蓑衣
308_bamboohat,bamboo hat,2160,BAMBOO HAT,斗笠
309_quilt,quilt,2048,QUILT,被子
310_pillow,pillow,1044,PILLOW,枕头
311_mat,mat,195,MAT,席子
312_mosquitonet,mosquito net,2795,MOSQUITO NET,蚊帐
313_cottonwool,cotton wool,3442,COTTON WOOL,棉絮
314_house,house,1252,HOUSE,房子
315_tilehouse,tile house,,,瓦房
316_thatchedcottage,thatched cottage,,,草房
317_kitchen,kitchen,1365,KITCHEN,厨房
318_toilet,toilet,219,TOILET,厕所
319_storehouse,storehouse,3399,WAREHOUSE,仓库
320_cowshed,cowshed,3025,BARN OR SHED,牛圈
321_door,door,1567,DOOR,门
322_brick,brick,1006,BRICK,砖
323_tile,tile,3404,TILE,瓦
324_wall,wall,3830,WALL,墙
325_building,building,3396,BUILDING,楼
326_window,window,1375,WINDOW,窗子
327_wood,wood,1803,WOOD,木头
328_board,board,1227,BOARD,木板
329_column,column,2045,COLUMN,柱子
330_step,step,1158,STEP,台阶
331_boat,boat,1844,BOAT,船
332_car,car,1111,CAR,车
333_saddle,saddle,3065,SADDLE,马鞍
334_whip,whip,2630,WHIP,鞭子
335_umbrella,umbrella,3105,UMBRELLA,伞
336_axe,axe,677,AXE,斧子
337_chopper,chopper,,,柴刀
338_hammer,hammer,1481,HAMMER,锤子
339_chisel,chisel,1979,CHISEL,凿子
340_saw,saw,1948,SAW,锯子
341_file,file,3407,FILE (TOOL),锉子
342_awl,awl,278,AWL,锥子
343_plane,plane,3408,PLANE (TOOL),刨子
344_tongs,tongs,272,TONGS,钳子
345_plough,plough,2154,PLOUGH (INSTRUMENT),犁
346_rake,rake,338,RAKE,耙
347_atypeofrake,a type of rake,,,钉耙
348_hoe,hoe,284,HOE,锄头
349_carryingpoleshoulderpole,carrying pole (shoulder pole),3432,SHOULDER POLE,扁担
350_rope,rope,1218,ROPE,绳子
351_sickle,sickle,341,SICKLE,镰刀
352_sack,sack,2990,SACK,麻袋
353_bamboobasketcarriedonback,bamboo basket (carried on back),3360,BAMBOO BASKET,箩筐
354_loom,loom,1787,LOOM,织布机
355_spinningwheel,spinning wheel,,,纺车
356_bow,bow,994,BOW,弓
357_arrow,arrow,977,ARROW,箭
358_somekindofweaponmeaningunclear,some kind of weapon (meaning unclear),,,锍
359_gunpowder,gunpowder,1798,GUNPOWDER,火药
360_bellow,bellow,,,风箱
361_net,net,2653,NET (FOR CATCHING),网
362_chimney,chimney,1305,CHIMNEY,囱
363_stonemill,stone mill,636,MILL,石磨
364_sieve,sieve,3353,SIEVE (TOOL),筛子
365_winnowingfan,winnowing fan,2051,DUSTPAN,簸箕
366_hook,hook,1071,HOOK,钩子
367_bed,bed,1663,BED,床
368_table,table,1775,TABLE,桌子
369_chair,chair,1476,CHAIR,椅子
370_stoolbench,stool (bench),2058,STOOL,凳子
371_box,box,1465,BOX,箱子
372_cupboard,cupboard,3357,CUPBOARD,柜子
373_shelf,shelf,745,SHELF,架子
374_broom,broom,245,BROOM,扫帚
375_brush,brush,1821,BRUSH,刷子
376_firewood,firewood,10,FIREWOOD,柴
377_stove,stove,859,STOVE,灶
378_wokorpan,wok (or pan),2056,WOK,锅
379_ricesteamer,rice steamer,3431,RICE STEAMER,甑子
380_vegetableknife,vegetable knife,2772,KITCHEN KNIFE,菜刀
381_bowl,bowl,1530,BOWL,碗
382_chopsticks,chopsticks,1987,CHOPSTICKS,筷子
383_spoon,spoon,1378,SPOON,勺子
384_wineglass,wine glass,,,酒杯
385_earthenjar,earthen jar,3409,EARTHEN JUG,坛子
386_watertank,water tank,,,水缸
387_bucket,bucket,2052,BUCKET,水桶
388_canjar,can (jar),3765,STORING POT,罐子
389_gourdladlewoodendipper,gourd ladle (wooden dipper),2657,LADLE,水瓢
390_firetongs,fire tongs,,,火钳
391_tubebambooforblowingonafire,tube (bamboo) for blowing on a fire,,,吹火筒
392_basket,basket,1539,BASKET,篮子
393_apieceofclothwithstrapsforcarryingatoddlersteelyardontheback,a piece of cloth with straps for carrying a toddler steelyard on the back,2973,STRAP,背带
394_fancanbeheldbysinglehand,fan (can be held by single hand),1971,FAN (OBJECT),扇子
395_scales,scales,2783,SCALES (MEASURE INSTRUMENT),秤
396_ruler,ruler,3405,RULER,尺子
397_needle,needle,1382,NEEDLE (FOR SEWING),针
398_scissors,scissors,356,SHEARS,剪刀
399_ladder,ladder,1464,LADDER,梯子
400_lock,lock,1596,LOCK,锁
401_key,key,1472,KEY,钥匙
402_lightlamp,light/ lamp,625,LAMP,灯
403_lantern,lantern,,,灯笼
404_mirror,mirror,1171,MIRROR,镜子
405_earring,earring,770,EARRING,耳环
406_bracelet,bracelet,1754,BRACELET,手镯
407_comb,comb,1475,COMB,梳子
408_coffin,coffin,2011,COFFIN,棺材
409_money,money,1559,MONEY,钱
410_goodsmerchandise,goods (merchandise),3406,MERCHANDISE,货物
411_drum,drum,908,DRUM,鼓
412_gong,gong,2502,GONG,锣
413_bell,bell,2246,BELL,钟
414_loudspeaker,loudspeaker,,,喇叭
416_candle,candle,1273,CANDLE,蜡烛
417_wordspeech,word (speech),1115,SPEECH,话
418_song,song,1096,SONG,歌
419_story,story,2060,STORY,故事
420_riddle,riddle,2970,RIDDLE,谜语
421_pen,pen,794,PEN,笔
422_book,book,963,BOOK,书
423_paper,paper,648,PAPER,纸
424_letter,letter,1612,LETTER,信
425_ball,ball,1845,BALL,球
426_flag,flag,2623,FLAG,旗子
427_card,card,2619,CARD,牌
428_one,one,1493,ONE,一
429_two,two,1498,TWO,二
430_three,three,492,THREE,三
431_four,four,1500,FOUR,四
432_five,five,493,FIVE,五
433_six,six,1703,SIX,六
434_seven,seven,1704,SEVEN,七
435_eight,eight,1705,EIGHT,八
436_nine,nine,1483,NINE,九
437_ten,ten,1515,TEN,十
438_eleven,eleven,1706,ELEVEN,十一
439_twelve,twelve,1707,TWELVE,十二
440_thirteen,thirteen,1708,THIRTEEN,十三
441_fourteen,fourteen,2451,FOURTEEN,十四
442_fifteen,fifteen,1709,FIFTEEN,十五
443_sixteen,sixteen,2454,SIXTEEN,十六
444_seventeen,seventeen,2453,SEVENTEEN,十七
445_eighteen,eighteen,1713,EIGHTEEN,十八
446_nineteen,nineteen,1714,NINETEEN,十九
447_twenty,twenty,1710,TWENTY,二十
448_thirty,thirty,1715,THIRTY,三十
449_hundred,hundred,1634,HUNDRED,百
450_classifierforperson,classifier for person,516,PERSON (CLASSIFIER),位（客）
451_classifierforegg,classifier for egg,3417,EGG (CLASSIFIER),个（蛋）
452_classifierforbirds,classifier for birds,2081,CHICKEN (CLASSIFIER),只（鸡）
453_classifierforrivers,classifier for rivers,3418,RIVER (CLASSIFIER),条（河）
454_classifierfortrees,classifier for trees,2721,TREE (CLASSIFIER),棵（树）
455_classifierforsticks,classifier for sticks,2085,STICK (CLASSIFIER),根（棍）
456_classifierforstones,classifier for stones,3419,STONE (CLASSIFIER),块
457_classifierforpairs,classifier for pairs,2089,PAIR (CLASSIFIER),双
458_classifierforstoreys,classifier for storeys,3420,STOREY (CLASSIFIER),层
459_classifierforclothing,classifier for clothing,2088,CLOTHING (CLASSIFIER),件
460_sentenceofspeech,sentence (of speech),3421,SENTENCE (CLASSIFIER),句
461_classifierforsongs,classifier for songs,3422,SONG (CLASSIFIER),首
462_jin05kg,jin (=0.5 kg.),2647,CATTY (MASS UNIT),斤
463_tael50grams,tael (-50 grams),,,两
464_zhang10feet,zhang (=10 feet),,,丈
465_foot13meter,foot (=1/3 meter),2782,FOOT (MEASURE),尺
466_yuanunitofpayment,yuan (unit of payment),,,元
467_year,year,1226,YEAR,年
468_month,month,1370,MONTH,月
469_day,day,1260,DAY (24 HOURS),天
470_classifierforyears,classifier for years,,,岁
471_everyday,everyday,,,每天
472_front,front,2194,FRONT (PART),前面
473_back,back,1686,BEHIND,后面
474_left,left,244,LEFT,左边
475_right,right,1019,RIGHT,右边
476_on,on,57,ATOP,上边
477_under,under,1485,BELOW OR UNDER,下边
478_inside,inside,1606,INSIDE,里边
479_outside,outside,762,OUTSIDE,外边
480_middle,middle,1093,MIDDLE,中间
481_side,side,682,SIDE,旁边
482_today,today,1283,TODAY,今天
483_tomorrow,tomorrow,1329,TOMORROW,明天
484_yesterday,yesterday,1174,YESTERDAY,昨天
485_dayaftertomorrow,day after tomorrow,1179,DAY AFTER TOMORROW,后天
486_forenoon,forenoon,2775,FORENOON,上午
487_noon,noon,12,MIDDAY,中午
488_afternoon,afternoon,1807,AFTERNOON,下午
489_morning,morning,1339,MORNING,早晨
490_evening,evening,1629,EVENING,晚上
491_midnight,midnight,,,半夜
492_1stdayofthelunarmonth,1st day of the lunar month,3354,FIRST DAY OF THE MONTH,初一
493_2nddayofthelunarmonth,2nd day of the lunar month,3355,SECOND DAY OF THE MONTH,初二
494_3rddayofthelunarmonth,3rd day of the lunar month,3352,THIRD DAY OF THE MONTH,初三
495_january,January,2036,JANUARY,正月
496_february,February,2037,FEBRUARY,二月
497_march,March,2846,MARCH,三月
498_april,April,2847,APRIL,四月
499_may,May,2848,MAY (MONTH),五月
500_june,June,2849,JUNE,六月
501_july,July,2850,JULY,七月
502_august,August,2851,AUGUST,八月
503_september,September,2852,SEPTEMBER,九月
504_october,October,2853,OCTOBER,十月
505_november,November,2854,NOVEMBER,十一月
506_december,December,2855,DECEMBER,十二月
507_thisyear,this year,513,THIS YEAR,今年
508_lastyear,last year,514,LAST YEAR,去年
509_nextyear,next year,515,NEXT YEAR,明年
510_now,now,1376,NOW,现在
511_inthefuture,in the future,,,将来
512_inthepast,in the past,,,从前
513_i,I,1209,I,我
514_we,we,1212,WE,我们
515_yousingular,you (singular),1215,THOU,你
516_youplural,you (plural),1213,YOU,你们
517_heorshe,he or she,2642,HE OR SHE,他
518_they,they,817,THEY,他们
519_everybody,everybody,98,ALL,大家
520_oneself,oneself,1993,SELF,自己
521_anotherperson,another person,,,别人
522_this,this,1214,THIS,这
523_that,that,78,THAT,那
524_what,what,1236,WHAT,什么
525_which,which,727,WHICH,哪个
526_where,where,1237,WHERE,哪里
527_biglarge,big (large),1202,BIG,大
528_small,small,1246,SMALL,小
529_hightall,high (tall),1265,HIGH,高
530_lowshort,low (short),721,LOW,矮、低
531_long,long,1203,LONG,长
532_short,short,1645,SHORT,短
533_fardistant,far/ distant,1406,FAR,远
534_near,near,1942,NEAR,近
535_wide,wide,1243,WIDE,宽
536_narrow,narrow,1267,NARROW,窄
537_thick,thick,1244,THICK,厚
538_thin,thin,2306,THIN (OF LEAF AND CLOTH),薄
539_deep,deep,1593,DEEP,深
540_shallow,shallow,193,SHALLOW,浅
541_full,full,1429,FULL,满
542_empty,empty,1624,EMPTY,空
543_many,many,1198,MANY,多
544_few,few,1242,FEW,少
545_angular,angular,2757,ANGULAR (SQUAREFORMED),方
546_round,round,1395,ROUND,圆
547_flatandshallow,flat (and shallow),,,扁
548_pointed,pointed,372,POINTED,尖
549_flatlevel,flat (level),1633,FLAT,平
550_straight,straight,1404,STRAIGHT,直
551_horizontal,horizontal,2376,HORIZONTAL,横
552_bendcurved,bend (curved),297,CROOKED,弯
553_black,black,163,BLACK,黑
554_white,white,1335,WHITE,白
555_red,red,156,RED,红
556_yellow,yellow,1424,YELLOW,黄
557_green,green,1425,GREEN,绿
558_blue,blue,837,BLUE,蓝
559_bright,bright,679,BRIGHT,亮
560_dark,dark,706,DARK,暗
561_heavy,heavy,1210,HEAVY,重
562_lightweight,light (weight),1052,LIGHT (WEIGHT),轻
563_quickfast,quick/ fast,1631,FAST,快
564_slow,slow,701,SLOW,慢
565_early,early,672,EARLY,早
566_late,late,425,BE LATE,迟
567_sharp,sharp,1396,SHARP,锋利
568_clearwater,clear (water),1147,PURE,清
569_thinhair,thin (hair),2305,THIN (OF HAIR AND THREAD),稀（疏）
570_tightlywovenfabric,tightly woven (fabric),,,蜜（稠）
571_heavyintaste,heavy (in taste),2718,STRONG (OF DRINK),浓
572_muddy,muddy,,,稠（浊）
573_lightintaste,light (in taste),2181,LIGHT (IN TASTE),淡
574_fat,fat,1279,FAT (OBESE),胖
575_thinslim,thin (slim),1400,THIN (SLIM),痩
576_dry,dry,1398,DRY,干枯
577_wet,wet,1726,WET,湿
578_hard,hard,1884,HARD,硬
579_soft,soft,1856,SOFT,软
580_aliveliving,alive (living),1422,BE ALIVE,活
581_die,die,1494,DIE,死
582_light,light,630,LIGHT (RADIATION),光
583_loose,loose,2506,LOOSE,松
584_tight,tight ,3053,TIGHT,紧
585_neat,neat,,,齐
586_rightcorrect,right (correct),1725,CORRECT (RIGHT),对
587_wrong,wrong,1390,WRONG,错
588_true,true,1657,TRUE,真
589_false,false,3069,FALSE,假
590_rawuncooked,raw (uncooked),1959,RAW,生
591_cooked,cooked,269,COOKED,熟
