Grapheme	IPA	SCA	FREQUENCY	EXAMPLES
zɦ	zʰ	S	4	"dlɦaɯ³⁵zɦo¹¹;qai⁵⁵zɦa¹¹;tsɿ⁵⁵zɦa³⁵;zu³³zɦu¹¹"
ɕʰ	ɕʰ	S	14	"qa³⁵ɕʰu³⁵;qa³³ɕʰɔ¹³;tju³³ɕʰo⁴⁴;qa³³ɕʰin⁴⁴vaŋ⁵⁵;qa³³ɕʰaŋ⁴⁴njaŋ¹³"
ʂʰ	ʂʰ	S	0	
ʑɦ	ʑʱ	S	6	"ʔa⁵⁵ʑɦey¹¹lɦau¹¹;ʔa¹¹ʑɦey¹¹lɦau¹¹;ʔa¹¹ʑɦey¹¹ɬa¹¹;ŋɢɦai³⁵ʑɦaɯ³⁵;gɦau³¹ʑɦi³¹"
ʔʑ	ˀʑ	S	13	"ʔe³⁵ʔʑəŋ³³;tɕin³¹ʔʑuŋ⁵⁵ma⁵⁵;pi³⁵ʔʑa³⁵su²²;ʔə⁰²ʔʑɑŋ³¹;qo⁰⁵ʔʑu³¹"
^sʰ	sʰ	S	73	"sʰə²⁴;sʰə²⁴le⁵⁵;sʰẽ²⁴nzɯ³¹;sʰã¹³ȵã²²;sʰã¹³li²²"
^zɦ	zʰ	S	4	"zɦaɯ³⁵;zɦau³¹;zɦa³¹;zɦau³¹"
^ɕʰ	ɕʰ	S	44	"ɕʰaŋ³⁵;ɕʰẽ¹³;ɕʰaŋ³³;ɕʰɔ¹¹va³³;ɕʰuẽ¹³"
^ʂʰ	ʂʰ	S	1	ʂʰã²⁴
^ʑɦ	ʑʱ	S	4	"ʑɦi³¹;ʑɦu¹¹;ʑɦaɯ³⁵;ʑɦaɯ³⁵"
^ʔʑ	ˀʑ	S	34	"ʔʑo³³;ʔʑəŋ³³;ʔʑi⁵³;ʔʑa³³;ʔʑu³¹qlo³¹"
nsʰ	ⁿsʰ	S	0	
ⁿsʰ	ⁿsʰ	S	2	"ⁿsʰõ¹³;ⁿsʰi²⁴"
^nsʰ	ⁿsʰ	S	3	"nsʰẽ²⁴;nsʰe⁴²;nsʰu⁴²"
d	d	T	133	"bo³³da⁵⁵;ləɯ³¹daŋ³¹mei³¹;ʃu³⁵doːŋ³³;bju⁵³doŋ⁴⁴;toːn³³du¹²"
t	t	T	1141	"n̥i²¹tau³¹;te³⁵te³⁵qe³⁵ɬɑ⁵³;ɬiŋ⁴⁴tai⁵⁴;ne³³taŋ²²;hut⁴⁴neŋ⁴⁴"
ɖ	ɖ	T	2	"ʔa⁵⁵ɖʅ⁵³;qa³¹ɖa³¹"
ʈ	ʈ	T	54	"qo³⁵ʈɑ²²;no¹³ʈɔ⁵³;ʔa⁰²mjuŋ⁵⁵ʈa³³;qo⁴³ʈua¹³;ʈei⁵³ʈu³⁵"
^d	d	T	290	"dey³³;dau³³;dəi³³;dən³¹;da³¹"
^t	t	T	2168	"tɑ³⁵pʐɑ³⁵n̥e³⁵;taŋ³¹qaŋ³¹;tɑŋ³¹qɑŋ³¹;tə⁰²qə̃²⁴;te³⁵te³⁵qe³⁵ɬɑ⁵³"
^ɖ	ɖ	T	3	"ɖey³¹;ɖau³¹;ɖaɯ³¹"
^ʈ	ʈ	T	119	"ʈoŋ⁴³;ʈau⁵⁵;ʈoŋ³¹mʐɯ³¹;ʈaŋ⁵⁵haŋ⁵⁵;ʈaŋ³²hu²¹"
dɦ	dʱ	T	9	"ʔa³³ntsɿ⁵⁵dɦi¹¹;ȵɦu³⁵ʔa¹¹dɦy¹¹;ʔa⁵⁵dɦy¹¹;ka³³tɕi⁵⁵dɦu¹¹;ʔa⁵⁵dɦɯ¹¹"
dʒ	dʒ	T	4	"pa⁰²dʒaŋ³¹;tʃam⁵¹dʒoːm³³;ka⁰²dʒo³¹;pa⁰²dʒeu³³"
nd	ⁿd	T	12	"qo⁰⁵nda²⁴;ʔə⁰²ndɑ³⁵;qei⁵⁵ndaŋ²⁴;qo⁰⁵ndɑŋ³⁵;ʔa⁰²nda³¹"
nt	ⁿt	T	127	"ka³³nteŋ⁴⁴;ʔ⁰²zaŋ²⁴ntuŋ²⁴;zɑŋ³⁵ntoŋ³⁵;ku³³ntoŋ⁴⁴;tsɛ²²ntau⁴²"
nɖ	ⁿɖ	T	1	ʔə⁰²nɖo⁵⁵ʁo³¹
nʈ	ⁿʈ	T	5	"hou⁵⁵nʈau⁴³;tou⁴³nʈou¹³;lo²¹nʈua²¹;hou⁵⁵nʈau¹³;ki²⁴nʈaŋ⁴³"
t$	t	T	0	
tɬ	tɬ	T	72	"ʐaŋ³¹hou³³tɬe³³;qʰau⁵⁵tɬe³¹;ʔa³³lɦa³⁵tɬu⁵⁵;to³¹tɬjoŋ²⁴mo²²;pu⁵³tɬə²¹"
tʃ	tʃ	T	24	"ʔtəu⁴²tʃəp⁴²;ŋ̩⁵³wei¹¹tʃɒŋ¹¹θeŋ³³;mɒ¹¹tʃen⁴⁴;teu⁵¹tʃuːi³³;tʃa³¹tʃɒi³⁵"
tʰ	tʰ	T	114	"qʰa⁵⁵tʰjəu³³;ʔlaŋ¹³tʰu⁴²;mei²¹tʰan¹³;mei²²tʰɛ³⁵;mei³¹tʰan¹³"
tθ	tθ	T	0	
ɖɦ	ɖʱ	T	5	"ʔa³³ȵ̥u⁵⁵ɖɦu¹¹;ɢɦɯ³⁵ɖɦaɯ³⁵;ki³³ɖɦau³⁵;ki³³ɖɦau³⁵;ʔa⁵⁵ɖɦie¹¹tsʰau⁵⁵zau⁵⁵"
ɳɖ	ⁿɖ	T	6	"ʁo²⁴ɳɖaŋ³¹;no³¹ɳɖɑŋ³⁵;qo⁰⁵ɳɖuŋ³¹;qo⁰⁵ɳɖa⁵⁵;qo⁰⁵ɳɖa⁵⁵"
ɳʈ	ⁿʈ	T	19	"no¹³ɳʈa⁴²məŋ²²;wɔ²³²ɳʈoŋ³²;fau⁵⁵ɳʈo⁵⁵;kwɛ⁴⁴ɳʈɑ³⁵qa³⁵;ʔa⁰²ɣe¹³ɳʈau⁵³"
ʈʰ	ʈʰ	T	7	"qo³⁵ʈʰei⁴⁴;zau⁵⁵ki³³ʈʰa³³;ʂau²²ʈʰi³¹;qo⁰⁵tsʰa³¹ʈʰəu²⁴ʔa⁰²men³¹;ka³¹ʈʰoŋ³¹"
ʔt	ˀt	T	15	"gjai³⁵ʔtei⁴²;tun³⁵ʔtoːn³⁵;pin³³ʔtau³³;ka⁰²ʔtan³¹;tim³⁵ʔtaːu³³"
^dɦ	dʱ	T	9	"dɦie³⁵;dɦey³¹;dɦo¹¹;dɦau³⁵;dɦi³¹"
^dʒ	dʒ	T	20	"dʒi³¹;dʒim⁵¹;dʒoːp⁵⁵;dʒoːp⁵⁵pu⁵¹;dʒu⁵¹"
^nd	ⁿd	T	6	"ndi³⁵;ndəu²⁴;ndu³⁵;ndu³⁵;ndəu²⁴"
^nt	ⁿt	T	261	"nto³¹;ntoŋ⁵³;ntuŋ¹¹;ntõ¹³ʐõ³¹;ntõ²²võ²²"
^nɖ	ⁿɖ	T	0	
^nʈ	ⁿʈ	T	10	"nʈou⁴⁴qou²⁴;nʈua²¹;nʈua²¹;nʈou⁴⁴;nʈoŋ¹³"
^tɬ	tɬ	T	138	"tɬaŋ⁴³ʔoŋ⁴⁴;tɬa⁴⁴ho⁵⁵ʔŋ¹³;tɬa³⁵;tɬe³¹;tɬe³¹"
^tʃ	tʃ	T	122	"tʃi³⁵;tʃaːu⁵⁵;tʃaŋ⁵³;tʃəŋ⁵³;tʃeu³³"
^tʰ	tʰ	T	400	"tʰjan⁵³ɕin⁵³tsi¹³;tʰjɔŋ³¹paŋ³³;tʰo⁴⁴;tʰɔ⁵³;tʰɔ⁵³ka⁰³lɔ³³"
^tθ	tθ	T	1	tθə²²
^ɖɦ	ɖʱ	T	0	
^ɳɖ	ⁿɖ	T	3	"ɳɖɑ⁵⁵;ɳɖei³³;ɳɖe³¹"
^ɳʈ	ⁿʈ	T	38	"ɳʈi¹³;ɳʈəŋ¹³;ɳʈaŋ³²huei³²;ɳʈaŋ²²;ɳʈə¹¹"
^ʈʰ	ʈʰ	T	28	"ʈʰe³³;ʈʰoŋ³¹;ʈʰeu⁵⁵tɬe³¹;ʈʰə⁵³;ʈʰou⁴³"
^ʔt	ˀt	T	48	"ʔtəu⁴²tʃəp⁴²;ʔtəu³¹;ʔtəu³¹ŋwat⁴²;ʔtei⁴²;ʔtoːn³⁵"
mts	ⁿts	T	0	
ndz	ⁿdz	T	9	"qo⁰⁵ndza³³;ʔə⁰²ndzɑ³¹;ʔə⁰²ndzɑŋ³¹lɑŋ³⁵;ŋɢɛ³¹ndza⁵⁵;ʔə⁰²ndzoŋ⁵⁵"
ndɦ	ⁿdʱ	T	3	"so⁵⁵pi¹¹lɦai¹¹ndɦaɯ³⁵;m̥o³³ndɦu³⁵;pi⁵⁵ndɦai³¹"
ndʒ	ⁿdʒ	T	0	
nts	ⁿts	T	26	"hi⁵⁵ntsaɯ¹¹;qo³⁵ntsei⁵³;ʔa³³ntsau³³;ʔa³³ntsɿ⁵⁵dɦi¹¹;ʔa⁰²ntso²⁴wei⁵⁵"
ntɬ	ⁿtɬ	T	1	pʰa⁴²ntɬəŋ¹³
ntʃ	ⁿtʃ	T	13	"mɒ¹¹ntʃe¹¹;kai⁴⁴ntʃuŋ³³;nɒŋ¹¹ntʃei³⁵;mpa¹²ntʃo¹¹;məŋ³¹ntʃau³³"
ntʰ	ⁿtʰ	T	2	"tsəŋ⁵³ntʰəŋ³³;tɕi⁴⁴ntʰa⁵³tɯ³⁵tɕu⁵³"
ntθ	ⁿtθ	T	2	"ʔa⁰²ntθə⁴²kwa⁴²;tə⁰²ntθa²²"
nʈʰ	ⁿʈʰ	T	0	
tɬʰ	tɬʰ	T	4	"ton¹³tɬʰen¹³kau⁴⁴;tɬʰuŋ⁴⁴tɬʰuŋ⁴⁴;bja³¹tɬʰi⁵⁵;nɦa³¹tɬʰu³³"
tʃʰ	tʃʰ	T	7	"mun³³tʃʰe¹¹;ka⁰²dai⁵¹tʃʰui⁵¹;gjai³⁵tʃʰaːi³¹;tʃun³³tʃʰoːŋ¹¹;lau³³tʃʰei¹¹"
tθʰ	tθʰ	T	0	
ȵdʑ	ⁿdʑ	T	21	"ʔə⁰²ȵdʑi³¹ji³⁵;ta⁰²ȵdʑo³¹;ʔə⁰²ȵdʑo³¹;ʔa⁰²ȵdʑe³¹len²⁴;ntʰɛ²⁴ȵdʑu³¹"
ȵtɕ	ⁿtɕ	T	37	"paŋ⁵⁵ȵtɕo³⁵;qə⁰²ȵtɕə⁵⁵;qo⁴³ȵtɕou³¹;ʔaŋ³⁵ȵtɕu³³;ʔa⁰²ȵtɕə¹³"
ɳɖɦ	ⁿɖʰ	T	0	
ɳʈʰ	ⁿʈʰ	T	5	"qo⁰⁵ɳʈʰuŋ³¹;ʔə⁰²ɳʈʰoŋ³¹;ʔa⁵⁵ɳʈʰau⁵⁵;qo³⁵ɳʈʰu³⁵;ʔa⁰²ɳʈʰau³³"
ⁿtɬ	ⁿtɬ	T	0	
^mts	ⁿts	T	1	mtsɿ³³
^ndz	ⁿdz	T	10	"ndzie³³;ndzaŋ³¹;ndzɑŋ³¹;ndzɑ³⁵;ndzen²⁴"
^ndɦ	ⁿdʱ	T	2	"ndɦu³⁵;ndɦy³¹"
^ndʒ	ⁿdʒ	T	0	
^nts	ⁿts	T	65	"ntsa³¹məŋ⁴²pʰɔ³³;ntsua⁵⁵;ntsaŋ¹³to¹¹;ntsua²³²;ntse³⁵ntoŋ³⁵"
^ntɬ	ⁿtɬ	T	7	"ntɬie⁵⁵;ntɬo⁵⁵;ntɬa⁴²;ntɬə²³¹;ntɬu²²"
^ntʃ	ⁿtʃ	T	25	"ntʃen³³;ntʃa⁴⁴;ntʃa⁴⁴tei³⁵;ntʃei³⁵;ntʃa³¹"
^ntʰ	ⁿtʰ	T	29	"ntʰei³¹;ntʰɛ²⁴ȵdʑu³¹;ntʰjuŋ³⁵;ntʰjou⁵³;ntʰaŋ⁴³"
^ntθ	ⁿtθ	T	1	ntθe⁵³
^nʈʰ	ⁿʈʰ	T	1	nʈʰoŋ⁴³
^tɬʰ	tɬʰ	T	13	"tɬʰu³³;tɬʰuŋ⁴⁴tɬʰuŋ⁴⁴;tɬʰjuŋ³¹³;tɬʰe⁵⁵;tɬʰa¹¹"
^tʃʰ	tʃʰ	T	35	"tʃʰe³¹mun³³;tʃʰa³³koːŋ³⁵;tʃʰuŋ⁴⁴;tʃʰoːŋ¹¹;tʃʰun³¹"
^tθʰ	tθʰ	T	0	
^ȵdʑ	ⁿdʑ	T	3	"ȵdʑe³¹ma²⁴;ȵdʑi³¹;ȵdʑe³¹"
^ȵtɕ	ⁿtɕ	T	113	"ȵtɕe⁴⁴ʔou³³;ȵtɕe⁴⁴ko⁵³;ȵtɕɑŋ²²;ȵtɕou³¹;ȵtɕu⁵³"
^ɳdʐ	ⁿdʐ	T	2	"ɳdʐai³¹;ɳdʐau³¹"
^ɳɖɦ	ⁿɖʰ	T	2	"ɳɖɦa¹¹;ɳɖɦu³¹qɯ⁵⁵"
^ɳʈʰ	ⁿʈʰ	T	4	"ɳʈʰo⁵³;ɳʈʰa³¹ʐe²³¹;ɳʈʰie⁵⁵;ɳʈʰie⁵⁵"
^ⁿtɬ	ⁿtɬ	T	0	
ndzɦ	ⁿdzʱ	T	3	"ti⁵⁵ndzɦa¹¹;ʔa⁵⁵ndzɦaɯ¹¹;ki⁵⁵ndzɦau³¹"
ntsʰ	ⁿtsʰ	T	10	"tə⁰²ntsʰen⁴⁴;tə⁰²ntsʰen⁴⁴;ʔə⁰²ntsʰɑŋ⁵⁵;qo³⁵ntsʰɯ⁴⁴;qo⁰⁵sə⁵⁵tə⁰²ntsʰa³¹"
ntɕʰ	ⁿtɕʰ	T	0	
ntʃʰ	ⁿtʃʰ	T	0	
ntθʰ	ⁿtθʰ	T	1	kjəŋ⁴²ntθʰəŋ³³
ȵdʑɦ	ⁿdʑʱ	T	4	"ʔa³³ȵdʑɦau³⁵;tɬau⁵⁵ʔa³³ȵdʑɦau³⁵;ʔau⁵⁵ȵdʑɦau³⁵;ʔa⁵⁵ȵdʑɦi³⁵"
ȵtɕʰ	ⁿtɕʰ	T	8	"ʔa⁰²ȵtɕʰu²⁴;ʔə⁰²ȵtɕʰu⁵⁵;paŋ⁴⁴ȵtɕʰo⁴⁴;paɯ³³ȵtɕʰo³³;qo³⁵ȵtɕʰo⁵³"
ȵ̩tɕ	ⁿtɕ	T	0	
^ndzɦ	ⁿdzʱ	T	2	"ndzɦa³⁵;ndzɦaɯ³⁵"
^ntsʰ	ⁿtsʰ	T	34	"ntsʰai³³;ntsʰai¹¹;ntsʰəŋ⁵³;ntsʰan¹³;ntsʰaŋ⁵⁵mi⁵⁵"
^ntɕʰ	ⁿtɕʰ	T	0	
^ntʃʰ	ⁿtʃʰ	T	9	"ntʃʰi⁵³;ntʃʰaŋ³⁵;ntʃʰeŋ⁴⁴;ntʃʰai⁴⁴;ntʃʰo⁵⁵ʔɒŋ⁴⁴"
^ntθʰ	ⁿtθʰ	T	1	ntθʰə³³
^ȵdʑɦ	ⁿdʑʱ	T	2	"ȵdʑɦey¹¹;ȵdʑɦau¹¹"
^ȵtɕʰ	ⁿtɕʰ	T	13	"ȵtɕʰey⁵⁵;ȵtɕʰi⁴⁴;ȵtɕʰe³¹³;ȵtɕʰaŋ⁵⁵;ȵtɕʰoŋ⁴²"
^ȵ̩tɕ	ⁿtɕ	T	2	"ȵ̩tɕi²⁴;ȵ̩tɕi²⁴"
^ɳdʐɦ	ⁿdʐʱ	T	1	ɳdʐɦa¹¹
o	o	U	3836	"qo⁰⁵ŋɢwaŋ³¹;nto³¹;ntoŋ⁵³;kwan¹³ŋo³¹;tɕi³¹ŋkoŋ¹³"
õ	õ	U	134	"tə⁰²ʔõ⁴²;ʐã⁵⁵hə⁴²ʔõ²⁴;ʔõ²⁴tə⁰²po⁴²;qʰõ¹³;lõ⁴²"
ø	ø	U	7	"ʔə⁰²m̥ø³¹;jøŋ³¹ȵdʑe³⁵;tɕin³¹mbø⁵⁵;pø³¹;jø³¹"
ɔ	ɔ	U	958	"pɔ¹¹nei⁴⁴;nɔ²²kɔ⁵⁵;nɔ²²kɔ⁵⁵;pɔ¹¹la³³;ʐaŋ⁵³tɕua⁴⁴tɕɔ⁴⁴"
^o	o	U	1	o²⁴ʐo³³
o$	o	U	0	
oi	oi	U	48	"soi²⁴;doi⁵³;moi⁵⁵;sa⁴⁴ʑau⁵³moi⁴⁴;njaŋ⁵⁵poi³³"
ou	ɔ	U	318	"ʔou⁵³;ʐaŋ³¹hou³³tɬe³³;hou²⁴;ȵtɕe⁴⁴ʔou³³;tʂʰou⁵⁵"
oː	oː	U	163	"pu³¹ʔoːŋ³³;toːŋ¹¹;soːŋ³³;toːŋ¹¹;koːŋ⁵³"
øe	øe	U	16	"søe³¹;ʔøe³³;tɕɯ⁴²ʔøe³³;køe⁵⁵;køe⁵⁵ʔŋ̩³³"
ɔi	ɔi	U	17	"kɔ⁴²dɔi³⁵;dɔi³¹;tɔi²⁴kʰən³⁵;n̥ɔi³³;n̥ɔi³³n̥ɔi³³"
^ou	ɔ	U	0	
^oː	oː	U	0	
oːi	oːi	U	36	"pu³¹n̥oːi³³;pe⁵¹noːi¹¹;pa³¹kloːi³⁵;tɕu³¹tsʰoːi²⁴;fun³¹doːi³¹"
oːu	oːu	U	6	"ʔpoːu⁵¹;dʒoːu⁵⁵;ʔtoːu³¹doːŋ³³;ŋoːu³¹ȵut⁴²;gjoːu³¹"
w	w	W	127	"qo⁰⁵ŋɢwaŋ³¹;ʔə⁰²ŋɢwɑŋ³¹;ʔa⁰³waŋ³³;la⁰³waŋ³³;ŋkwaŋ³³"
^w	w	W	101	"wu¹³;wau³⁵ku³⁵;we⁵³;wa²¹;we⁵³"
wɦ	wʱ	W	0	
ʔw	ˀw	W	8	"ʔa⁰²ʔwa⁵⁵;ʔə⁰²ʔwɑ⁵⁵;tə⁰²ʔwɛ³³qɛ³¹;tə⁰²ʔwæ³¹;qo⁰⁵ʔwen³¹"
^wɦ	wʱ	W	1	wɦaɯ³⁵zau⁵⁵
^ʔw	ˀw	W	2	"ʔwei⁵⁵;ʔwɑ⁵⁵tsɑ⁵⁵"
u	u	Y	3443	"ndɦu³⁵;ŋkuŋ⁵⁵;luŋ³¹;guŋ³³;n̥u⁵⁵"
y	y	Y	127	"jo²¹y²¹;pi⁵⁵ly⁵³;ʔa⁰²tsʰy⁵⁵;ʔa⁵⁵gy⁵⁵;ʔa⁵⁵dʑy⁵⁵"
^u	u	Y	1	uŋ⁴²nin³¹ɬa²⁴
^y	y	Y	4	"yn³¹təɯ⁵³;yn³¹³;y³¹lin³¹ka³¹;y⁵³teu³³"
ui	ui	Y	202	"lui³¹;soŋ⁴⁴sui⁵⁴;buŋ²¹sui⁵³;lu³²mui³²;mui³¹"
uː	uː	Y	14	"kja⁵⁵ʔuːm³⁵;ʔuːm³⁵;ʔuːm³³;ʔuːm³⁵;duːŋ³⁵"
^uː	uː	Y	0	
uːi	uːi	Y	9	"puːi³¹;teu⁵¹tʃuːi³³;ŋuːi⁴²ʔuoːm³⁵;tʃʰuːi¹¹;tʃʰuːi¹¹"
uːo	uːo	Y	1	ʔuːom³⁵bei⁵⁵
_	+	_	0	
¹³_	+	_	0	
ᶠ	ᶠ/⁰ +	1 _	5	"kæ̃ᶠɣæ²²;doᶠ;qæ̃ᶠɣa⁴⁴;muᶠjoŋ¹³;ʔȵiᶠ"
²²	²² +	1 _	365	"nɔ²²kɔ⁵⁵;vuŋ²²heu³⁵ʔeu²⁴;pje⁵⁵fu²²kʰɔ³⁵;so²²ɭe²¹;ljɑ²²so³⁵"
¹¹	¹¹ +	1 _	178	"pɔ¹¹nei⁴⁴;pɔ¹¹la³³;so⁵⁵pi¹¹lɦai¹¹ndɦaɯ³⁵;so⁵⁵pi¹¹lɦai¹¹ndɦaɯ³⁵;ko¹¹nei³³"
²⁴	²⁴ +	2 _	360	"qei²⁴qei²⁴;ʔeu²⁴ʑin²²;lai²⁴so⁴³;sʰə²⁴le⁵⁵;lja²⁴fu¹³"
³⁴	³⁴ +	2 _	0	
³⁵	³⁵ +	2 _	945	"tɑ³⁵pʐɑ³⁵n̥e³⁵;tɑ³⁵pʐɑ³⁵n̥e³⁵;qʰa³⁵n̥ei⁵³;qʰoŋ³¹ʔaŋ³⁵n̥ei³⁵;qe³⁵ɬɑ⁵³"
¹²	¹² +	2 _	22	"bat¹²dziu³³;ko¹²kle⁵⁵;ʃe¹²kai⁴⁴;mpa¹²ntʃo¹¹;me¹²ʍa⁴⁴"
¹³	¹³ +	2 _	545	"kwan¹³ŋo³¹;kwan¹³la⁵⁴;sen¹³tsai⁰⁴;bi¹³ljaŋ¹³;lu¹³suei³⁵"
³⁵³⁵	³⁵ +	2 _	1	ntɒŋ³⁵³⁵mpjau³¹
²¹	²¹ +	3 _	166	"n̥i²¹tau³¹;jo²¹y²¹;buŋ²¹sui⁵³;pə²¹soŋ⁴⁴;mei²¹tʰan¹³"
³²	³² +	3 _	120	"lə³²ŋa³²;pu³²lu¹³;lu³²mui³²;pi⁵⁵ljaŋ³²taŋ²¹;kaŋ³²ʑu⁵⁵"
³¹	³¹ +	3 _	1133	"tɕi³¹ŋkoŋ¹³;qʰoŋ³¹ʔaŋ³⁵n̥ei³⁵;pu³¹n̥oːi³³;ye³¹ljaŋ³¹;taŋ³¹qaŋ³¹"
⁴²	⁴² +	3 _	321	"ma⁴²n̥aŋ³³;ʐã⁵⁵hə⁴²ʔõ²⁴;ntsa³¹məŋ⁴²pʰɔ³³;ʔtəu⁴²tʃəp⁴²;ta⁴²m̩²⁴"
⁴³	⁴³ +	3 _	76	"n̥o⁴³qo⁴³;tɬaŋ⁴³ʔoŋ⁴⁴;ʂua⁴³tsi⁵⁵;so⁴³vaŋ³¹;ʔa⁴³lou²¹"
⁴¹	⁴¹ +	3 _	1	ʔøe³³ȵtɕa⁴¹køe⁴⁴
⁵²	⁵² +	3 _	0	
⁵³	⁵³ +	3 _	634	"pja⁵³vei³¹;ʔa⁵³nai⁴⁴;la⁵³gwaŋ³³;tʰjan⁵³ɕin⁵³tsi¹³;tʰjan⁵³ɕin⁵³tsi¹³"
⁵¹	⁵¹ +	3 _	26	"pe⁵¹noːi¹¹;mun³³ʃei⁵¹kjin³⁵;ka⁵¹koŋ³⁵;ka⁵¹bo³¹;pjei⁵¹kʰu¹¹pjei³⁵"
⁵⁴	⁵⁴ +	3 _	30	"kɒ⁵⁴koŋ⁵⁴;kɒ⁵⁴pa¹³;kʰo⁵⁴mo³²;xji⁵⁴fu³³;ta²¹fan⁵⁴kan⁴⁴"
³³	³³ +	4 _	1166	"qa³³ʑi²²;qʰaŋ³³nei²⁴;ha³³no⁴⁴;tɛ³³qɛ³³;ʔləu³³li¹³"
³³³	³³ +	4 _	1	qa³³puẽ³³³mjaŋ²²
⁴⁴	⁴⁴ +	5 _	776	"la⁴⁴la⁴⁴;tei⁴⁴qei⁴⁴;ɬiŋ⁴⁴tai⁵⁴;hut⁴⁴neŋ⁴⁴;cɑ⁴⁴tu⁵³"
⁵⁵	⁵⁵ +	5 _	985	"n̥u⁵⁵qu⁵⁵;haɯ⁵⁵po¹¹;ʐã⁵⁵hə⁴²ʔõ²⁴;ɣoŋ⁵⁵hə⁵³ʔə³³;kuŋ⁵⁵kaŋ⁵⁵"
⁰²	⁰/² +	6 _	806	"ʔə⁰²ŋɢwɑŋ³¹;ʔə⁰²n̥ɑ³¹;ʔa⁰²ɬa²⁴;ʔə⁰²ɬɑ³⁵;qə⁰²ɬa⁴²"
⁰³	⁰/³ +	6 _	458	"ʔa⁰³waŋ³³;la⁰³waŋ³³;la⁰³n̥e³⁵;ʔa⁰³ɬa⁵⁵;la⁰³ɬa⁵⁵"
⁰⁴	⁰/⁴ +	6 _	55	"la⁰⁴gwaŋ³¹³;la⁰⁴ni¹³;la⁰⁴la³⁵;la⁰⁴vuŋ⁵³;la⁰⁴bo³⁵"
⁰⁵	⁰/⁵ +	6 _	167	"qo⁰⁵ŋɢwaŋ³¹;qo⁰⁵na³¹;qo⁰⁵mpaŋ²⁴;qo⁰⁵zo⁵⁵;pə⁰⁵te³¹"
²³²	²³² +	6 _	8	"wɔ²³²ɳʈoŋ³²;hoŋ²³²ntə⁴⁴;laŋ²³²wa²²;soŋ²³²mplu²¹;hoŋ²³²so³⁵"
²³¹	²³¹ +	6 _	25	"təu²³¹sjəu²⁴;təu²³¹mje²²;mpəŋ²³¹pla³³;pə²³¹tau³¹;po²³¹du⁵⁵"
²¹²	²¹² +	6 _	13	"ta²¹²meŋ⁵³;peŋ²¹²peŋ²¹²;maŋ²¹²mi⁵³;maŋ²¹²qaŋ²¹²;tɕei²¹²teu⁴⁴"
²⁴¹	²⁴¹ +	6 _	15	"tiŋ²⁴to²⁴¹to¹³;teu²⁴¹ta³⁵;ɣei²⁴¹neu²²;ɣei²⁴¹kan¹³ɬju¹³;qa³³tɕi²⁴¹teu⁴⁴"
³²³	³²³ +	6 _	0	
³¹²	³¹² +	6 _	0	
³¹³	³¹³ +	6 _	79	"mei³¹³tʰon⁵⁵;ȵa³¹³pa³¹³;mai³¹³tsai⁰⁴;ʔa³¹³tsɿ⁰³;na³¹³gwa³⁵"
¹³¹	¹³¹ +	6 _	0	
vz	v z	B S	1	tə⁰²vzaŋ³¹
^vz	v z	B S	2	"vzaŋ³¹;vzaŋ³³"
ȵ̩	*/ə ȵ̍/ȵ	E N	5	"nai³⁵ȵ̩³¹;pa⁵⁵ȵ̩³¹;tei⁵³ȵ̩³¹;ki⁰³ki⁵³ȵ̩³¹;ki⁰³tɕo³³ȵ̩³¹"
 ̩ȵ	*/ə ȵ̍/ȵ	E N	0	
ŋ̥ŋ	*/ə ŋ̍/ŋ	E N	1	pa⁰³ŋ̥ŋ³⁵
^xw	x w	G W	12	"xwan²⁴;xwaŋ⁵³kwa³³;xwa⁴²;xwa⁵³;xwa⁵³"
^χw	χ w	G W	1	χwaŋ³¹
hw	h w	H W	6	"lu³¹hwɑ⁴⁴sen⁴⁴;qo³⁵mpe³⁵hwei⁴⁴mjɛ³⁵;mi³¹hwa³⁵;tɕɑŋ⁴⁴hwɑŋ³⁵;qo³⁵tɕo⁴⁴ȵɯ⁴²mi³¹hwɑ³⁵"
^hw	h w	H W	5	"hwai⁵⁵mjan¹³;hwɑŋ⁴⁴;hwa³⁵;hwe⁵³;hwei³³"
ia	i/j a	J A	55	"zoŋ²²miat⁴⁴;ku⁴⁴ŋia²¹;ʔləu³³liaŋ³⁵;via⁴⁴;sia³¹"
iɑ	i/j ɑ	J A	0	
ya	y/ɥ a	J A	3	"tɕyan⁵⁵;səɯ⁵⁵tsʰyan⁵³;tɕyan⁵³"
iau	i/j au	J A	3	"miau¹³;tɕi¹³ȵei³¹miau¹³;tiau¹³"
iɑu	i/j ɑu	J A	1	ʔə⁰²pʰiɑu³¹
jua	ɥ a	J A	2	"ljua²⁴¹;tɬjua⁴⁴"
ie	i/j e	J E	83	"siek³⁵;mien¹³;lɦie³⁵;ʔə⁰²tsʰie⁵⁵;ndzie³³"
ye	y/ɥ e	J E	5	"tsen⁵³ye¹³;ə³⁵ye¹³;san⁵⁵ye¹³;tuŋ⁵³ye¹³;la¹³ye¹³"
yɛ	y/ɥ ɛ	J E	1	qo⁰⁵tɕyɛ³³
^ye	y/ɥ e	J E	1	ye³¹ljaŋ³¹
^yɛ	y/ɥ ɛ	J E	0	
ieu	i/j eu	J E	7	"zieu²²;mieu²²;ni²²sieu³³;tɕieu³³;tsieu⁴⁴men⁵³"
